bahan_a	bahan_b	senyawa_toksik	gejala	level	sumber	deskripsi
Pate de campagne	f	f	The composition includes sodium nitrite as a preservative and dextrose as a sweetener, raising safety concerns. The presence of multiple additives indicates a highly processed product.	warning	Zerotox/Open Food Facts	The composition includes sodium nitrite as a preservative and dextrose as a sweetener, raising safety concerns. The presence of multiple additives indicates a highly processed product.
Mini filet de harengs dans l'huile	f	f	The composition includes sodium benzoate and potassium sorbate as preservatives, raising concerns about synthetic additives. The presence of saccharin as a sweetener further indicates a processed natu	warning	Zerotox/Open Food Facts	The composition includes sodium benzoate and potassium sorbate as preservatives, raising concerns about synthetic additives. The presence of saccharin as a sweetener further indicates a processed nature.
Fromage De Tête Morteau	f	f	The composition includes several synthetic additives such as E250 (sodium nitrite) and E202 (potassium sorbate), raising significant quality concerns. The presence of E150c (caramel color) also indica	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as E250 (sodium nitrite) and E202 (potassium sorbate), raising significant quality concerns. The presence of E150c (caramel color) also indicates a processed nature.
Poulet en Gelée aux Petits Légumes	f	f	The composition includes several synthetic additives like E250 (preservative) and E301 (antioxidant), raising quality concerns. The presence of lactose and gluten may affect certain consumers.	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives like E250 (preservative) and E301 (antioxidant), raising quality concerns. The presence of lactose and gluten may affect certain consumers.
Poulet en gelee aux petits legumes	f	f	The composition includes several synthetic additives such as E250 (preservative) and E301 (antioxidant), raising quality concerns. The presence of lactose and various flavorings also indicates a proce	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as E250 (preservative) and E301 (antioxidant), raising quality concerns. The presence of lactose and various flavorings also indicates a processed product.
Pâté de tête aux cornichons	f	f	The composition includes several synthetic additives such as E250 (sodium nitrite) and E150a (caramel color), raising significant quality and safety concerns. The presence of multiple preservatives an	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as E250 (sodium nitrite) and E150a (caramel color), raising significant quality and safety concerns. The presence of multiple preservatives and colorants indicates a highly processed product.
Paté à la bière	f	f	The composition includes several synthetic additives such as E150A and E250, which raise quality concerns. The presence of preservatives and colorants indicates a highly processed product.	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as E150A and E250, which raise quality concerns. The presence of preservatives and colorants indicates a highly processed product.
Terrine a la biere du nord	f	f	The composition includes several synthetic additives such as E250 (preservative) and E150C (colorant), raising significant quality concerns. The presence of glucose syrup and dextrose indicates high p	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as E250 (preservative) and E150C (colorant), raising significant quality concerns. The presence of glucose syrup and dextrose indicates high processing levels.
Langues de porc cuites	f	f	The composition includes several synthetic additives such as E621 (monosodium glutamate) and E250 (sodium nitrite), raising significant quality and safety concerns. The presence of gélatine and stabil	warning	Zerotox/Open Food Facts	The composition includes several synthetic additives such as E621 (monosodium glutamate) and E250 (sodium nitrite), raising significant quality and safety concerns. The presence of gélatine and stabilizers also indicates a highly processed product.
PATE DE CAMPAGNE	f	f	The composition includes sodium nitrite as a preservative, which raises safety concerns due to its synthetic nature. Additionally, the presence of lactose and milk proteins may pose issues for lactose	warning	Zerotox/Open Food Facts	The composition includes sodium nitrite as a preservative, which raises safety concerns due to its synthetic nature. Additionally, the presence of lactose and milk proteins may pose issues for lactose-intolerant individuals.
